"ID";"QA";"Time";"Station";"Controller_Serial_Number";"Note";"Is_Re_Work";"isPaid"
942;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000362";"Started Burn In Process";0;0
943;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000059";"Started Burn In Process";0;0
944;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000386";"Started Burn In Process";0;0
945;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000303";"Started Burn In Process";0;0
946;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000383";"Started Burn In Process";0;0
947;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000202";"Started Burn In Process";0;0
948;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000122";"Started Burn In Process";0;0
949;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000047";"Started Burn In Process";0;0
950;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000063";"Started Burn In Process";0;0
951;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000048";"Started Burn In Process";0;0
952;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000237";"Started Burn In Process";0;0
953;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000042";"Started Burn In Process";0;0
954;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000119";"Started Burn In Process";0;0
955;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000348";"Started Burn In Process";0;0
956;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000045";"Started Burn In Process";0;0
957;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000349";"Started Burn In Process";0;0
958;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000193";"Started Burn In Process";0;0
959;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000341";"Started Burn In Process";0;0
960;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000065";"Started Burn In Process";0;0
961;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000001";"Started Burn In Process";0;0
962;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000318";"Started Burn In Process";0;0
963;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000055";"Started Burn In Process";0;0
964;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000016";"Started Burn In Process";0;0
965;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000113";"Started Burn In Process";0;0
966;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000147";"Started Burn In Process";0;0
967;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000082";"Started Burn In Process";0;0
968;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000012";"Started Burn In Process";0;0
969;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000049";"Started Burn In Process";0;0
970;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000086";"Started Burn In Process";0;0
971;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000120";"Started Burn In Process";0;0
972;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000132";"Started Burn In Process";0;0
973;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000033";"Started Burn In Process";0;0
974;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000096";"Started Burn In Process";0;0
975;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000061";"Started Burn In Process";0;0
976;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000137";"Started Burn In Process";0;0
977;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000075";"Started Burn In Process";0;0
978;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000052";"Started Burn In Process";0;0
979;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000352";"Started Burn In Process";0;0
980;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000363";"Started Burn In Process";0;0
981;"a1956";"2019-10-31 13:14:09";"Burn In Station";"30N004000350";"Started Burn In Process";0;0
982;"a1956";"2019-10-31 13:14:10";"Burn In Station";"30N004000135";"Started Burn In Process";0;0
983;"a1956";"2019-10-31 13:14:10";"Burn In Station";"30N004000345";"Started Burn In Process";0;0
984;"a1956";"2019-10-31 13:14:10";"Burn In Station";"30N004000131";"Started Burn In Process";0;0
985;"a1956";"2019-10-31 13:14:10";"Burn In Station";"30N004000038";"Started Burn In Process";0;0
986;"a1956";"2019-10-31 13:14:10";"Burn In Station";"30N004000380";"Started Burn In Process";0;0
987;"a1956";"2019-10-31 13:14:10";"Burn In Station";"30N004000097";"Started Burn In Process";0;0
988;"a1956";"2019-10-31 13:14:10";"Burn In Station";"30N004000035";"Started Burn In Process";0;0
989;"a1956";"2019-10-31 13:14:10";"Burn In Station";"30N004000197";"Started Burn In Process";0;0
990;"a1956";"2019-11-01 13:15:15";"Result Station";"30N004000348";"Marked Fail: LEDs issue , Green LED flash slowly";0;0
991;"a1956";"2019-11-01 13:15:22";"Result Station";"30N004000082";"Marked Fail: LEDs issue , Green LED flash slowly";0;0
992;"a1956";"2019-11-01 13:15:26";"Result Station";"30N004000001";"Marked Fail: LEDs issue , Green LED flash slowly";0;0
993;"a1956";"2019-11-01 13:15:31";"Result Station";"30N004000097";"Marked Fail: LEDs issue , Green LED flash slowly";0;0
994;"a1956";"2019-11-01 13:16:43";"Result Station";"30N004000049";"Marked Passed!";0;0
995;"a1956";"2019-11-01 13:16:44";"Result Station";"30N004000012";"Marked Passed!";0;0
996;"a1956";"2019-11-01 13:16:45";"Result Station";"30N004000147";"Marked Passed!";0;0
997;"a1956";"2019-11-01 13:16:45";"Result Station";"30N004000113";"Marked Passed!";0;0
998;"a1956";"2019-11-01 13:16:46";"Result Station";"30N004000016";"Marked Passed!";0;0
999;"a1956";"2019-11-01 13:16:46";"Result Station";"30N004000055";"Marked Passed!";0;0
1000;"a1956";"2019-11-01 13:16:47";"Result Station";"30N004000318";"Marked Passed!";0;0
1001;"a1956";"2019-11-01 13:17:17";"Result Station";"30N004000065";"Marked Passed!";0;0
1002;"a1956";"2019-11-01 13:17:19";"Result Station";"30N004000086";"Marked Passed!";0;0
1003;"a1956";"2019-11-01 13:17:20";"Result Station";"30N004000120";"Marked Passed!";0;0
1004;"a1956";"2019-11-01 13:17:21";"Result Station";"30N004000132";"Marked Passed!";0;0
1005;"a1956";"2019-11-01 13:17:21";"Result Station";"30N004000033";"Marked Passed!";0;0
1006;"a1956";"2019-11-01 13:17:22";"Result Station";"30N004000096";"Marked Passed!";0;0
1007;"a1956";"2019-11-01 13:17:23";"Result Station";"30N004000061";"Marked Passed!";0;0
1008;"a1956";"2019-11-01 13:17:23";"Result Station";"30N004000137";"Marked Passed!";0;0
1009;"a1956";"2019-11-01 13:17:24";"Result Station";"30N004000075";"Marked Passed!";0;0
1010;"a1956";"2019-11-01 13:17:25";"Result Station";"30N004000052";"Marked Passed!";0;0
1011;"a1956";"2019-11-01 13:17:25";"Result Station";"30N004000352";"Marked Passed!";0;0
1012;"a1956";"2019-11-01 13:17:26";"Result Station";"30N004000363";"Marked Passed!";0;0
1013;"a1956";"2019-11-01 13:17:26";"Result Station";"30N004000350";"Marked Passed!";0;0
1014;"a1956";"2019-11-01 13:17:27";"Result Station";"30N004000135";"Marked Passed!";0;0
1015;"a1956";"2019-11-01 13:17:27";"Result Station";"30N004000345";"Marked Passed!";0;0
1016;"a1956";"2019-11-01 13:17:28";"Result Station";"30N004000131";"Marked Passed!";0;0
1017;"a1956";"2019-11-01 13:17:28";"Result Station";"30N004000038";"Marked Passed!";0;0
1018;"a1956";"2019-11-01 13:17:29";"Result Station";"30N004000380";"Marked Passed!";0;0
1019;"a1956";"2019-11-01 13:17:36";"Result Station";"30N004000035";"Marked Passed!";0;0
1020;"a1956";"2019-11-01 13:17:36";"Result Station";"30N004000197";"Marked Passed!";0;0
1021;"a1956";"2019-11-01 13:17:39";"Result Station";"30N004000087";"Marked Passed!";0;0
1022;"a1956";"2019-11-01 13:17:40";"Result Station";"30N004000060";"Marked Passed!";0;0
1023;"a1956";"2019-11-01 13:17:41";"Result Station";"30N004000362";"Marked Passed!";0;0
1024;"a1956";"2019-11-01 13:17:41";"Result Station";"30N004000059";"Marked Passed!";0;0
1025;"a1956";"2019-11-01 13:17:42";"Result Station";"30N004000386";"Marked Passed!";0;0
1026;"a1956";"2019-11-01 13:17:42";"Result Station";"30N004000303";"Marked Passed!";0;0
1027;"a1956";"2019-11-01 13:17:43";"Result Station";"30N004000383";"Marked Passed!";0;0
1028;"a1956";"2019-11-01 13:17:44";"Result Station";"30N004000202";"Marked Passed!";0;0
1029;"a1956";"2019-11-01 13:17:44";"Result Station";"30N004000122";"Marked Passed!";0;0
1030;"a1956";"2019-11-01 13:17:45";"Result Station";"30N004000047";"Marked Passed!";0;0
1031;"a1956";"2019-11-01 13:17:46";"Result Station";"30N004000063";"Marked Passed!";0;0
1032;"a1956";"2019-11-01 13:17:46";"Result Station";"30N004000048";"Marked Passed!";0;0
1033;"a1956";"2019-11-01 13:17:47";"Result Station";"30N004000237";"Marked Passed!";0;0
1034;"a1956";"2019-11-01 13:17:47";"Result Station";"30N004000042";"Marked Passed!";0;0
1035;"a1956";"2019-11-01 13:17:48";"Result Station";"30N004000119";"Marked Passed!";0;0
1036;"a1956";"2019-11-01 13:17:48";"Result Station";"30N004000045";"Marked Passed!";0;0
1037;"a1956";"2019-11-01 13:17:49";"Result Station";"30N004000349";"Marked Passed!";0;0
1038;"a1956";"2019-11-01 13:17:50";"Result Station";"30N004000193";"Marked Passed!";0;0
1039;"a1956";"2019-11-01 13:17:50";"Result Station";"30N004000341";"Marked Passed!";0;0
1040;"a1956";"2019-11-20 15:14:20";"Receiving Station";"30N005002209";"Received Controller Serial Number : 30N005002209";0;0
1041;"a1956";"2019-11-20 15:16:44";"Receiving Station";"30N005001747";"Received Controller Serial Number : 30N005001747";0;0
1042;"a1956";"2019-11-20 15:17:00";"Receiving Station";"30N005002167";"Received Controller Serial Number : 30N005002167";0;0
1043;"a1956";"2019-11-20 15:17:02";"Receiving Station";"30N005001865";"Received Controller Serial Number : 30N005001865";0;0
1044;"a1956";"2019-11-20 15:17:07";"Receiving Station";"30N005002220";"Received Controller Serial Number : 30N005002220";0;0
1045;"a1956";"2019-11-20 15:17:10";"Receiving Station";"30N005001670";"Received Controller Serial Number : 30N005001670";0;0
1046;"a1956";"2019-11-20 15:17:13";"Receiving Station";"30N005001717";"Received Controller Serial Number : 30N005001717";0;0
1047;"a1956";"2019-11-20 15:17:28";"Receiving Station";"30N005001881";"Received Controller Serial Number : 30N005001881";0;0
1048;"a1956";"2019-11-20 15:17:32";"Receiving Station";"30N005001660";"Received Controller Serial Number : 30N005001660";0;0
1049;"a1956";"2019-11-20 15:17:32";"Receiving Station";"30N005002071";"Received Controller Serial Number : 30N005002071";0;0
1050;"a1956";"2019-11-20 15:17:35";"Receiving Station";"30N005001790";"Received Controller Serial Number : 30N005001790";0;0
1051;"a1956";"2019-11-20 15:17:37";"Receiving Station";"30N005002331";"Received Controller Serial Number : 30N005002331";0;0
1052;"a1956";"2019-11-20 15:17:41";"Receiving Station";"30N005002170";"Received Controller Serial Number : 30N005002170";0;0
1053;"a1956";"2019-11-20 15:17:43";"Receiving Station";"30N005002076";"Received Controller Serial Number : 30N005002076";0;0
1054;"a1956";"2019-11-20 15:17:45";"Receiving Station";"30N005001916";"Received Controller Serial Number : 30N005001916";0;0
1055;"a1956";"2019-11-20 15:18:08";"Receiving Station";"30N005002246";"Received Controller Serial Number : 30N005002246";0;0
1056;"a1956";"2019-11-20 15:18:10";"Receiving Station";"30N005002077";"Received Controller Serial Number : 30N005002077";0;0
1057;"a1956";"2019-11-20 15:18:30";"Receiving Station";"30N005002453";"Received Controller Serial Number : 30N005002453";0;0
1058;"a1956";"2019-11-20 15:18:34";"Receiving Station";"30N005002219";"Received Controller Serial Number : 30N005002219";0;0
1059;"a1956";"2019-11-20 15:18:38";"Receiving Station";"30N005002407";"Received Controller Serial Number : 30N005002407";0;0
1060;"a1956";"2019-11-20 15:18:51";"Receiving Station";"30N005001761";"Received Controller Serial Number : 30N005001761";0;0
1061;"a1956";"2019-11-20 15:19:46";"Receiving Station";"30N005002211";"Received Controller Serial Number : 30N005002211";0;0
1062;"a1956";"2019-11-20 15:19:49";"Receiving Station";"30N005002179";"Received Controller Serial Number : 30N005002179";0;0
1063;"a1956";"2019-11-20 15:19:53";"Receiving Station";"30N005002137";"Received Controller Serial Number : 30N005002137";0;0
1064;"a1956";"2019-11-20 15:19:56";"Receiving Station";"30N005001897";"Received Controller Serial Number : 30N005001897";0;0
1065;"a1956";"2019-11-20 15:20:09";"Receiving Station";"30N005001873";"Received Controller Serial Number : 30N005001873";0;0
1066;"a1956";"2019-11-20 15:20:11";"Receiving Station";"30N005002112";"Received Controller Serial Number : 30N005002112";0;0
1067;"a1956";"2019-11-20 15:20:15";"Receiving Station";"30N005002409";"Received Controller Serial Number : 30N005002409";0;0
1068;"a1956";"2019-11-20 15:20:17";"Receiving Station";"30N005002110";"Received Controller Serial Number : 30N005002110";0;0
1069;"a1956";"2019-11-20 15:20:24";"Receiving Station";"30N005001691";"Received Controller Serial Number : 30N005001691";0;0
1070;"a1956";"2019-11-20 15:20:26";"Receiving Station";"30N005001885";"Received Controller Serial Number : 30N005001885";0;0
1071;"a1956";"2019-11-20 15:20:31";"Receiving Station";"30N005001793";"Received Controller Serial Number : 30N005001793";0;0
1072;"a1956";"2019-11-20 15:20:33";"Receiving Station";"30N005002080";"Received Controller Serial Number : 30N005002080";0;0
1073;"a1956";"2019-11-20 15:20:54";"Receiving Station";"30N005001799";"Received Controller Serial Number : 30N005001799";0;0
1074;"a1956";"2019-11-20 15:20:57";"Receiving Station";"30N005001879";"Received Controller Serial Number : 30N005001879";0;0
1075;"a1956";"2019-11-20 15:21:01";"Receiving Station";"30N005001686";"Received Controller Serial Number : 30N005001686";0;0
1076;"a1956";"2019-11-20 15:21:03";"Receiving Station";"30N005002288";"Received Controller Serial Number : 30N005002288";0;0
1077;"a1956";"2019-11-20 15:21:16";"Receiving Station";"30N005001891";"Received Controller Serial Number : 30N005001891";0;0
1078;"a1956";"2019-11-20 15:21:19";"Receiving Station";"30N005002444";"Received Controller Serial Number : 30N005002444";0;0
1079;"a1956";"2019-11-20 15:21:23";"Receiving Station";"30N005001869";"Received Controller Serial Number : 30N005001869";0;0
1080;"a1956";"2019-11-20 15:21:25";"Receiving Station";"30N005002207";"Received Controller Serial Number : 30N005002207";0;0
1081;"a1956";"2019-11-20 15:22:04";"Receiving Station";"30N005001945";"Received Controller Serial Number : 30N005001945";0;0
1082;"a1956";"2019-11-20 15:22:07";"Receiving Station";"30N005002007";"Received Controller Serial Number : 30N005002007";0;0
1083;"a1956";"2019-11-20 15:22:11";"Receiving Station";"30N005002198";"Received Controller Serial Number : 30N005002198";0;0
1084;"a1956";"2019-11-20 15:22:18";"Receiving Station";"30N005002216";"Received Controller Serial Number : 30N005002216";0;0
1085;"a1956";"2019-11-20 15:22:33";"Receiving Station";"30N005002238";"Received Controller Serial Number : 30N005002238";0;0
1086;"a1956";"2019-11-20 15:22:34";"Receiving Station";"30N005002078";"Received Controller Serial Number : 30N005002078";0;0
1087;"a1956";"2019-11-20 15:22:38";"Receiving Station";"30N005002418";"Received Controller Serial Number : 30N005002418";0;0
1088;"a1956";"2019-11-20 15:30:32";"Receiving Station";"30N005002301";"Received Controller Serial Number : 30N005002301";0;0
1089;"a1956";"2019-11-20 15:30:34";"Receiving Station";"30N005002244";"Received Controller Serial Number : 30N005002244";0;0
1090;"a1956";"2019-11-20 15:30:38";"Receiving Station";"30N005001802";"Received Controller Serial Number : 30N005001802";0;0
1091;"a1956";"2019-11-20 15:30:39";"Receiving Station";"30N005001743";"Received Controller Serial Number : 30N005001743";0;0
1092;"a1956";"2019-11-20 15:30:44";"Receiving Station";"30N005002488";"Received Controller Serial Number : 30N005002488";0;0
1093;"a1956";"2019-11-20 15:30:46";"Receiving Station";"30N005001783";"Received Controller Serial Number : 30N005001783";0;0
1094;"a1956";"2019-11-20 15:30:49";"Receiving Station";"30N005002435";"Received Controller Serial Number : 30N005002435";0;0
1095;"a1956";"2019-11-20 15:30:52";"Receiving Station";"30N005001721";"Received Controller Serial Number : 30N005001721";0;0
1096;"a1956";"2019-11-20 15:31:01";"Receiving Station";"30N005002140";"Received Controller Serial Number : 30N005002140";0;0
1097;"a1956";"2019-11-20 15:31:03";"Receiving Station";"30N005002143";"Received Controller Serial Number : 30N005002143";0;0
1098;"a1956";"2019-11-20 15:31:11";"Receiving Station";"30N005002111";"Received Controller Serial Number : 30N005002111";0;0
1099;"a1956";"2019-11-20 15:31:12";"Receiving Station";"30N005002104";"Received Controller Serial Number : 30N005002104";0;0
1100;"a1956";"2019-11-20 15:31:18";"Receiving Station";"30N005002393";"Received Controller Serial Number : 30N005002393";0;0
1101;"a1956";"2019-11-20 15:31:21";"Receiving Station";"30N005001857";"Received Controller Serial Number : 30N005001857";0;0
1102;"a1956";"2019-11-20 15:31:27";"Receiving Station";"30N005002224";"Received Controller Serial Number : 30N005002224";0;0
